,Company Name,Use,Country,Description,Funding,Url,Email,Founders
304,Versadrones, Robotics,Nigeria,"Versadrones designs and manufactures Quadcopter, Hexacopter and Octacopter drones.","593,454", versadrones.com ,info@aerovision-sa.com,—
305,Droneventory," Drone Management, Drones",United States,Automated security and supply chain solutions.,"672,284", droneventory.com/ ,anickerson@dvcor.com,2
306,Adronika," Drones, Information Technology",Spain,Adronika offers civil application solutions based on drones or unmanned aerial systems (UAS).,"672,687", www.adronika.com/ ,info@adronika.com,—
307,MyActionCam," Direct Sales, Drones, Internet of Things, Video Streaming",Hungary,"MyActionCam is an online shop that offers a wide range of wearable action cameras, multi-rotor and UAV related products.","676,910", myactioncam.hu/ ,info@myactioncam.hu,—
308,Imaging," Cloud Computing, Drones, Software",United States,Stratis Imaging provides software solutions to the growing Unmanned Aerial Vehicle (UAV) industry,"683,990", www.stratisimaging.com ,info@stratisimaging.com,2
309,Solutions," Consumer Electronics, Drones, Information Technology, Software",United States,Solutions provider for the small unmanned systems industry,"684,409", www.plyobotics.com ,info@plyobotics.com,—
310,Summit, Service Industry,United States,"Above Summit is a unique blend of creativity and technical precision, rolling out the cutting edge in aerial technology.","687,298", abovesummit.com/ ,abovesummitfilms@gmail.com,2
311,Inc," Advertising, Video",United States,We specialize in providing the best in drones photography services in Chicago. Contact us today.,"688,552", www.atomicimaging.com/ ,ari@atomicimaging.com,—
312,Octocamvision, Drones,Spain,Octocamvision is a technology company that offers multiple services through the use of drones nationwide and throughout Europe.,"688,729", www.octocamvision.com/ ,Info@octocamvision.com,—
313,Bone," Computer, Drones, Hardware, iOS, Mobile",Australia,Dog & Bone-at the forefront of mobile innovation.,"689,790", dogandbonecases.com ,sales@dogandbonecases.com,—
314,Ltd., Drones,Israel,"Alta develops innovative solutions, based on the latest development in the drone industry.","692,523", alta.team ,office@alta.team,—
315,Garageeks," Information Technology, Internet, Internet of Things, Software",Ireland,"GaraGeeks is a technology startup that aims to create affordable, practical solutions to improve everyday life.","693,350", www.garageeks.com/ ,—,2
316,MisterFoxy," Computer, Drones, E-Commerce, Gaming, Video Games", — ,MisterFoxy is a wholesale company that offers a wide range of products.,"699,763", www.misterfoxy.com ,mister.foxy@yahoo.fr,—
317,Productions," Aerospace, Drones, Internet",The Netherlands,Airfilms Productions is a remotely aerial vehicle service provider.,"699,929", www.airfilmsproductions.com ,—,—
318,SWYCS," Computer, Consumer Electronics, Drones, Hardware, Information Technology",The Netherlands,SWYCS is IoT Provider and the one stop shop that supplies the complete IoT infrastructure for Smart Buildings. We connect any device!,"700,017", www.swycs.com/ ,bart@swycs.com,1
319,Law," Agriculture, Consulting, Food and Beverage, Legal",United States,"Janzen Agricultural Law is a company dedicated to serving the legal needs of farms, agricultural technology providers, and agribusiness.","703,606", www.aglaw.us/ ,info@aglaw.us,—
320,DroneCLT," Drones, Photography",United States,DroneCLT specializing in aerial videography and photography using cutting-edge drone technologies.,"705,264", droneclt.com/ ,info@droneclt.com,—
321,Airdrone," Drones, Photography, Video",France,"Airdrone specializes in aerial photography through drones and offers services for television, cinema and film production.","705,653", www.airdrone.fr ,contact@airdrone.fr,—
322,RotorMatch," Drone Management, Drones, eSports, Sports", — ,Rotormatch.com is a drone race management solution.,"706,176", www.rotormatch.com ,contact@rotormatch.com,1
323,izikart," Drones, E-Commerce, Internet",United Kingdom,izikart is all about communication devices and gadgets that gives price updates from reputed retailers with unbiased comparison of deals.,"710,612", www.izikart.co.uk/ ,care@izikart.co.uk,—
324,Skypoint-e," Drones, Security",Germany,Skypoint-e develops a storm resistant drone system for long time missions on local areas.,"712,892", www.skypoint-e.com ,contact@skypoint-e.com,—
325,Minigroup," Consumer Electronics, Consumer Goods, E-Commerce",France,MiniGroup is the French e-commerce leader in drones and model making ,"713,127", www.minigroup.fr/ ,—,—
326,RaptorUAS," Drones, Electronics, Manufacturing, Robotics",United Kingdom,"RaptorUAS specializes in ultra-lightweight high efficiency, low drag platform design.","718,041", www.raptoruas.com ,—,—
327,Nabuv," 3D Printing, Drones, Water Purification",Hungary,"Nabuv deals with the import and export of food and food raw materials as well as offers 3D printing, drones & water sterilization services.","719,615", nabuv.hu/ ,info@nabuv.com,—
328,chachoo," Content Marketing, Digital Marketing, Drones, E-Commerce Platforms, Email Marketing, Google, Graphic Design, Marketing, Photo Editing, SEO, Social Media, Social Media Advertising, Social Media Management, Social Media Marketing, UX Design, Video Advertising, Video Editing, Web Design, Web Development, Web Hosting",United Kingdom,"Web Design, Social Media & Digital Marketing Agency","725,226", chachoo.co.uk ,contact@chachoo.co.uk,—
329,SkyFrames," Drones, Education, Electronics, Motion Capture",The Netherlands,"SkyFrames is a company specialised in making aerial footage with a multirotor helicopter, or drone.","725,491", skyframes.nl ,—,—
330,Rijalda," Drones, E-Commerce, Hardware, Software",United States,"Reviews, comparisons and product recommendations.","726,449", rijalda.com ,—,—
331,Westlat," Delivery, Drones, E-Commerce, Mechanical Engineering",United States,"Westlat is an e-store that supplies precision measurement products like drones, GNSS receivers, antennas and precision piling tools.","727,338", westlat.com/ ,info@westlat.com,—
332,Companies," Construction, Drones, Energy Efficiency, Manufacturing, Real Estate, Renewable Energy",United States,XChanger Companies specializes in heating and cooling installation services in homes.,"727,599", www.xcoinc.net ,info@xchanger.com,2
333,Drones, Drones, — ,Your one-stop shop for hobby drones and aerial surveillance,"727,965", vhdrones.com/ ,sales@vhdrones.com,—
334,CarAudioDistributors.com," Drones, E-Commerce, Internet, Logistics, Transportation",United States,"CarAudioDistributors.com is an internet retailer of car audio, video, and related electronics on the web.","730,772", www.CarAudioDistributors.com ,—,—
335,Dedrone," Drone Management, Drones, Robotics, Security",United States,"Dedrone develops drone detection technology with automated, software-based aerial intrusion.",938, www.dedrone.com ,info@dedrone.com,4
336,Flytrex," Delivery, Delivery Service, Drones, Food Delivery, Robotics, Same Day Delivery, Software",Israel,"Flytrex Aviation offers tailored, end-to-end drone delivery solutions based on its proprietary cloud technology.",969, www.flytrex.com/ ,sales@flytrex.com,2
337,SiteAware," Construction, Drone Management, Drones, Information Technology, Robotics",Israel,SiteAware solves quality control for construction exterior by transforming physical inspections into digital cloud based automated processes,"1,165", www.siteaware.com/ ,info@siteaware.com,2
338,SenseHawk," Artificial Intelligence, Construction, Data Visualization, Drones, Infrastructure, Power Grid, SaaS, Software, Solar",United States,"SenseHawk is a SaaS platform that helps improve processes and saves cost in the development, construction, and operation of solar sites.","1,461", sensehawk.com ,—,2
339,Technologies," Drones, Navigation, Robotics",United States,Exyn Technologies is developing autonomous aerial robot systems.,"2,626", www.exyn.com ,hello@exyntechnologies.com,2
340,HUVRData," Analytics, Information Technology, Robotics, Software",United States,HUVR is a data analytics company that uses drones to inspect industrial assets and large acreage for precision agriculture.,"3,150", www.huvrdata.com ,—,2
341,Mythic," Artificial Intelligence, Computer Vision, Enterprise Software, Hardware, Machine Learning, Semiconductor",United States,Mythic is an inference processor company that deploys artificial intelligence in any device.,"3,249", www.mythic-ai.com/ ,info@mythic-ai.com,2
342,Aibono," Agriculture, Analytics, Farming, Information Technology, Predictive Analytics",India,"Aibono uses comprehensive data instruments, predictive analytics, and process improvements to help farmers improve yields.","3,387", www.aibono.com/ ,contact@airwood.in,1
343,Matternet," Drones, Logistics, Robotics",United States,Matternet makes access to goods as frictionless and universal as access to information.,"3,452", mttr.net ,contact@matternet.us,4
344,Aerobotics," AgTech, Analytics, Drones, Farming, Machine Learning, Software",South Africa,"Aerobotics is a data analytics company, using aerial imagery and machine learning algorithms to help farmers identify pest and disease early","4,441", www.aerobotics.com/ ,info@aerobotics.com,2
345,Maps," Asset Management, Computer Vision, Data Visualization, Drones, Energy, Software, Solar",United States,Raptor Maps develops software solutions for managing solar PV assets with drones.,"4,450", www.raptormaps.com/ ,info@raptormaps.com,3
346,Auterion," Drone Management, Drones, Information Technology, Open Source, Operating Systems, Robotics, Software",Switzerland,"The ecosystem of software-defined drones, payloads, and apps within a single easy to use platform.","5,004", auterion.com ,contact@auterion.com,2
347,HyPoint," Aerospace, Air Transportation, Clean Energy, Drones, Electric Vehicle, Fuel Cell",United States,The next generation hydrogen fuel cell system for the aerospace industry and air transportation market,"5,073", hypoint.us ,info@hypoint.us,7
348,Flyability," Consumer Electronics, Drone Management, Drones, Robotics, Security",Switzerland,Flyability is a Swiss company building safe drones for inaccessible places. ,"5,185", www.flyability.com ,info@flyability.com,2
349,Xnor.ai," Artificial Intelligence, Computer Vision, Internet of Things, Machine Learning, Natural Language Processing, Speech Recognition",United States,"Xnor.ai's technology runs deep learning models efficiently ​on edge devices such as phones, IoT devices, cameras, drones, and embedded CPUs.","5,507", xnor.ai ,hello@xnor.ai,2
350,Imaging," Agriculture, AgTech, Big Data, Drones, Machine Learning",United States,Ceres Imaging is a California-based aerial spectral imagery and analytics company that serves farmers and agribusinesses.,"5,616", www.ceresimaging.net/ ,info@ceresimaging.net,1
351,Percepto," Computer, Drone Management, Drones, Enterprise, Robotics, Software",Israel,"Percepto offers Fully Autonomous Multi-Mission Drone Solution including computer applications, a base station and a management software.","5,778", percepto.co ,info@percepto.co,3
352,Prophesee," Artificial Intelligence, Automotive, Drones, Internet of Things",France,Prophesee provides bio-inspired computer vision solutions for autonomous navigation and connected objects.,"5,825", www.prophesee.ai/ ,info@chronocam.com,4
353,Navigation," Autonomous Vehicles, Drones, GPS, Hardware, Robotics, Software",United States,Swift Navigation offers hardware and software that makes GPS positioning technology available for autonomous vehicle and device guidance.,"5,972", swiftnav.com ,sales@swiftnav.com,3
354,PINC," Drones, Internet of Things, Logistics, RFID, Supply Chain Management, Transportation",United States,"PINC helps companies to identify, locate, and move inventory as efficiently as possible with cloud apps, IoT sensors, and autonomous drones.","5,979", www.pinc.com/ ,info@pinc.com,1
355,HyperVerge," Artificial Intelligence, Banking, Computer Vision, Geospatial, Machine Learning",United States,"HyperVerge provides AI models for the analysis of images and videos by identification of people, places, objects, backgrounds, and events.","6,381", www.hyperverge.co/ ,contactus@hyperverge.co,5
356,Delivery," Drones, Food Delivery, Logistics",Ireland,"Manna provides drone delivery as a service stack to restaurant chains, dark kitchens, and online food delivery platforms","6,453", www.manna.aero ,info@manna.aero,1
357,Technologies," Artificial Intelligence, Cloud Data Services, Computer Vision, Drones, Information Technology, Robotics, Software, Telecommunications",United States,Pioneer in the use of 3D computer vision and AI with unmanned aerial systems to inspect and analyze industrial assets.,"6,582", www.5x5tech.com/ ,sales@5x5tech.com,1
358,Neurala," Artificial Intelligence, Drones, Machine Learning, Robotics, Software",United States,Neurala provides an AI platform that empowers companies to automate visual inspections.,"6,783", www.neurala.com ,info@neurala.com,3
359,DroneSeed," CleanTech, Drones, Environmental Engineering, Forestry, Impact Investing, Industrial Automation, Natural Resources, Renewable Energy, Robotics, Social Impact",United States,DroneSeed is paid per acre to plant tree seed vessels after a wildfire -- using heavy-lift Drone Swarms,"7,142", www.droneseed.com ,info@Droneseed.co,2
360,Cape," Drones, Enterprise, Software",United States,Cape - The world’s first software platform for full drone telepresence.,"7,272", cape.com ,contact@cape.com,3
361,SkySpecs," Aerospace, Analytics, Asset Management, Drones, Energy Efficiency, Productivity Tools, Renewable Energy, Robotics, Wind Energy",United States,SkySpecs automates the operations and maintenance of utility scale wind turbines with cutting edge robotics,"7,427", skyspecs.com ,info@skyspecs.com,5
362,Volansi," Delivery, Drones, Logistics, Transportation",United States,"Volansi is a developer of logistics solutions through autonomous drone deliveries that facilitate long range, time-critical shipments.","7,693", volansi.com/ ,info@flyvoly.com,2
363,Picterra," Aerospace, Artificial Intelligence, Computer Vision, Drones, Geospatial, Machine Learning",Switzerland,User-Sourced artificial intelligence for earth imaging,"7,754", www.picterra.ch/ ,—,2
364,Automation," Artificial Intelligence, Computer Vision, Drones, Industrial, Machine Learning, Robotics",United States,Iris Automation is an artificial intelligence and safety avionics company building collision-avoidance systems for autonomous drones.,"7,812", www.irisonboard.com/ ,contact@irisonboard.com,2
365,DroneShield," Drones, Enterprise Software, Military, Robotics, Security, Sensor",Australia,"DroneShield provides protection against drones threatening safety, security and privacy.","8,012", www.droneshield.com ,info@droneshield.com,2
366,Tynker," Education, Edutainment, Video Games",United States,"Tynker is a creative computing platform where millions of kids have learned to program and built games, apps and more.","8,034", www.tynker.com ,info@tynker.com,3
367,Systems," Battery, Drones, Electric Vehicle, Electronics, Manufacturing, Wearables",United States,SolidEnergy manufactures rechargeable cells at a pilot scale for prototype demonstration and specialized aerospace markets.,"8,605", www.solidenergysystems.com ,press@solidenergysystems.com,1
368,Aerial," Autonomous Vehicles, Drones, Physical Security",United States,"Unnamed Aerial Systems (UAS) for Autonomous Monitoring 
Unmanned Aerial Systems (UAS) for Autonomous Monitoring ","8,624", easyaerial.com/ ,info@easyaerial.com,2
369,Gamaya," Agriculture, AgTech, Artificial Intelligence, Big Data, Drones, Machine Learning, Robotics",Switzerland,"Gamaya improves efficiency & sustainability of farming by offering compelling agronomy solutions, enabled by hyperspectral imaging and AI.","8,716", gamaya.com ,info@gamaya.com,3
370,ideaForge," Drones, Photography, Security",India,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"9,426", www.ideaforge.co.in ,info@ideaforge.co.in,2
371,Ltd.," Analytics, Artificial Intelligence, Big Data, Drones, FinTech, Insurance, InsurTech, Software",United Kingdom,"Flock is a London-based, VC- and government-backed insurtech company building a Big Data driven risk intelligence platform for drones.","9,551", www.flockcover.com/ ,hello@flockcover.com,2
372,Robotics," Industrial, Military, Mining, Oil and Gas, Physical Security, Public Safety, Robotics",United States,"Robots that Feel the World™ | Quadrupedal Robots (Q-UGV) for Unstructured, Demanding and Continuous-Use Environments","9,590", www.ghostrobotics.io/ ,corp@ghostrobotics.io,3
373,Laboratory," Aerospace, Drone Management, Drones, Manufacturing, Robotics",Japan,ACSL is an industrial drone manufacturer and solution provider in Japan.,"9,937", www.acsl.co.jp/ ,—,2
374,Kittyhawk," Drones, Enterprise Software, PaaS, Robotics, SaaS, Software",United States,"Kittyhawk unifies the aircraft, the mission, and the data to empower drone operations.","10,052", kittyhawk.io/ ,team@kittyhawk.io,2
375,Allegro.AI," Artificial Intelligence, Computer, Information Technology, Machine Learning, Software",Israel,"Allegro AI helps companies develop, deploy and manage DL & ML based solutions with a focus on unstructured data.","10,209", allegro.ai/ ,info@allegro.ai,3
376,Brain," Artificial Intelligence, Computer, Information Technology, Machine Learning, Robotics",France,Another Brain is an artificial intelligence startup that develops AI in a way far beyond deep learning.,"10,374", anotherbrain.ai ,contact@anotherbrain.ai,1
377,Teal," Drones, Manufacturing, Product Design, Robotics, Software",United States,Original Design Manufacturer of Hardware and Software Drone Platforms,"10,726", tealdrones.com/ ,hello@tealdrones.com,1
378,Systems," Computer Vision, Drones, Robotics",United States,Airspace Systems is a Silicon Valley-based company leading the development of aerial security systems for enterprise.,"10,833", www.airspace.co ,—,3
379,Labs," Artificial Intelligence, Database, Developer Platform, Infrastructure, Knowledge Management, Software",United Kingdom,Grakn is a database technology that serves as the knowledge base foundation to intelligent systems.,"11,041", www.grakn.ai ,info@grakn.ai,1
380,Technologies," Aerospace, Air Transportation, Autonomous Vehicles, Drone Management, Mechanical Engineering",United States,"Fortem Technologies is a privately held, venture backed company that delivers ultra small C-SWAP radar to enable the autonomous revolution.","11,092", www.fortemtech.com/ ,info@fortemtech.com,2
381,Wingtra," Aerospace, Drone Management, Drones, Manufacturing, Robotics",Switzerland,Wingtra provides professional VTOL drone for mapping and surveying.,"11,127", wingtra.com ,hello@wingtra.com,3
382,UAS," Analytics, Drones, Geospatial, Mapping Services, Software",United States,An aerial intelligence company offering world-class software for drones and drone data analysis.,"11,190",—,info@measure.com,3
383,Rokk3r," 3D Printing, Artificial Intelligence, Drones, Internet, Nanotechnology",United States,Rokk3r is a unique platform for entrepreneurs to launch companies through its comprehensive cobuilding approach.,"11,662", www.rokk3r.com ,info@rokk3r.com,5
384,SLAMcore," Artificial Intelligence, Computer Vision, Drones, Robotics",United Kingdom,SLAMcore is a developing SLAM algorithms that allow robots and drones to truly understand the space around them.,"11,849", www.slamcore.com ,—,5
385,INC," Autonomous Vehicles, Drones, GPS, Hardware, Motion Capture, Navigation, Robotics",United States,Inertial Sense provides high precision micro-navigation solutions for a world that is beginning to move on its own.,"32,761", inertialsense.com ,info@inertialsense.com,1
386,Perception," 3D Technology, Augmented Reality, Robotics, Software, Virtual Reality",United States,Eonite Perception is a 3D mapping and tracking company on a mission to enable machines to understand the real world.,"32,774", eonite.com ,hello@eonite.com,3
387,Eye, Electronics,United States,"Magik Eye Inc. develops 3D sensor technology for usage in drones, endoscopes, and smart phones.","32,894", www.magik-eye.com/index.html ,—,—
388,HouseLens," Advertising, Marketing, Real Estate, Virtual Reality",United States,HouseLens is a provider of full-motion walk-through video tours for real estate listings.,"33,226", houselens.com ,CustomerService@HouseLens.com,1
389,ProDrone," Drone Management, Drones, Industrial Automation, Infrastructure, Renewable Energy, Wind Energy",Portugal,Inspect better. Decide better. An integrated solution for the inspection of wind turbine blades with autonomous drone flight,"33,551", www.prodrone.io ,info@prodrone.io,1
390,Elistair," Drones, Law Enforcement, Public Safety, Robotics, Security",France,The Tethered Drone Company.,"33,853", elistair.com/ ,contact@elistair.com,2
391,Robotics," Autonomous Vehicles, Drones, Robotics, Telecommunications",United States,Reliable Connectivity for the Autonomous World.,"33,962", www.soarrobotics.com/ ,info@soarrobotics.com,—
392,Raven[Ops]," Artificial Intelligence, Drones, Robotics, Software",United States,Raven[Ops] is a startup that focuses on building DevOps for robotics.,"34,043", raven-ops.com ,info@raven-ops.com,3
393,Robolink," Drones, Education, Robotics, Software",United States,"Robolink develops robotic kits and drone kits. Using Khan Academy-style videos, students can follow to build and program a robot or drone.","34,522", robolink.com ,info@robolink.com,1
394,Corporation," Air Transportation, Autonomous Vehicles, Drone Management, Drones, Internet of Things",United States,Aeronyde is an Autonomous Aerial Systems company that builds Unmanned Traffic Management systems for Unmanned Aerial Vehicles (UAVs).,"35,130", www.aeronyde.com ,info@aeronyde.com,3
395,Nido," Drones, Hardware, Industrial Automation, Marine Technology, Robotics",Spain,"Nido focuses on the development, manufacture and marketing of efficient and low-cost underwater robots aimed at the underwater sector.","35,352", www.nidorobotics.com/ ,hola@nidorobotics.com,2
396,RoBird," Agriculture, Air Transportation, Drones, Oil and Gas, Robotics, Waste Management",The Netherlands,"RoBird combines expert knowledge of UAVs with extensive sensor expertise. With our Robirds and multicopters, we provide a working solution.","35,398", www.robird.com ,info@robird.com,2
397,Terabee," Drones, Environmental Consulting, Robotics",France,"Terabee brings new ideas and solutions to complex robotics, automation, monitoring, and IoT challenges.","35,742", www.terabee.com/ ,teraranger@terabee.com,3
398,Systems," Drone Management, Drones, Hardware, Homeland Security, Physical Security, Security",Poland,Leader in affordable drone detection & tracking technology and creator of SafeSky system,"35,792", www.detectdrones.com ,info@detctdrones.com,1
399,ActLight," Electronics, Information Technology, Manufacturing, Semiconductor",Switzerland,ActLight’s Dynamic PhotoDiode technology offers technological breakthrough solutions.,"36,106", act-light.com/ ,info@act-light.com,2
400,Aeronext," Aerospace, Drones, Electronics",Japan,Aeronext is a Japanese startup that provides a center of gravity control technology to enhance the basic performance of drone.,"36,170", aeronext.blue/ ,—,—
401,Aerialtronics," Aerospace, Drones, Robotics",The Netherlands,Defining the future of unmanned aircraft systems.,"36,434", www.aerialtronics.com/ ,request@aerialtronics.com,1
402,Plus," Consumer Goods, Drones, Electronics, Marine Technology, Sporting Goods",France,"Notilo Plus is the company behind iBubble, the world's first autonomous underwater drone that follows you during your dives and captures.","36,830", ibubble.camera/ ,Contact@ibubble.camera,2
403,Complier," Aerospace, Autonomous Vehicles, Compliance, Drone Management, Drones, Enterprise Applications, Navigation, Robotics, Software",United States,Drone Complier is an enterprise-grade sUAS Compliance/ Operations Management Solution enabling cost effective commercial drone programs,"37,829", www.dronecomplier.com/ ,info@dronecomplier.com,2
404,Flugauto," Drones, Industrial, Logistics, Transportation",United States,Benefits of a helicopter at the cost of ground transportation,"37,943", www.flug-auto.com ,Founders@flug-auto.com,2
405,Aircrafts," Aerospace, Drone Management, Drones, Infrastructure",United States,EVA develops drone charging infrastructure to facilitate drone applications all across the globe,"38,264", eva.xyz/ ,contact@eva.xyz,1
406,Uavia," Artificial Intelligence, Cloud Computing, Cloud Data Services, Drone Management, Enterprise Software, Intelligent Systems, Machine Learning, Operating Systems, Predictive Analytics",France,Uavia enables industries to connect autonomous drones and robots to the cloud and deploy mobile robots at scale in a smart and secure way.,"38,342", www.uavia.eu ,contact@uavia.eu,4
407,Inc," Automotive, Fraud Detection, InsurTech, Internet, Internet of Things, Video, Video on Demand, Video Streaming",United States,DropIn is a full service video platform allowing individuals to perform surveillance via their mobile device.,"38,388", www.dropin.ai ,admin@dropininc.com,2
408,VineView," Agriculture, Drones, Farming, Robotics",Canada,VineView provides grape growers with specialized aerial data solutions developed specifically for the complexities of vineyards.,"38,406", www.vineview.ca ,info@vineview.ca,1
409,Aquaai," Aquaculture, Artificial Intelligence, Drones, Predictive Analytics, Robotics, Water",United States,Aquaai builds fishlike robots to gather vital data in marine and freshwater environments in an effort to keep our oceans healthy.,"38,830", aquaai.com/ ,info@aquaai.com,3
410,Space," Augmented Reality, Automotive, Drones, Sensor, Software, Virtual Reality",Israel,Sixdof Space is a light-based optical sensor and algorithm that can accurately determine location and positioning at ultra high speeds.,"38,842", www.sixdof.space ,mark@sixdof.space,3
411,MotionDSP," Computer Vision, Drones, National Security, Software, Video, Video Streaming",United States,MotionDSP sells advanced computer vision and image processing software that extracts real-time data from drone video.,"38,848", www.motiondsp.com ,sales@motiondsp.com,1
412,Botlink," Drones, Hardware, Robotics, Software",United States,"Botlink is a drone control application that lets our users fly simply, safely & securely by processing FAA flight and regulation data.","39,150", www.botlink.com/ ,shawn@botlink.io,2
413,security," Consulting, Security",United States,"We protect your airspace against drones threatening safety, security and privacy.","39,169", 911security.com ,drones@911security.com,3
414,Interactive," Augmented Reality, EdTech, Education, Hardware, Internet of Things, Presentations, Software, Wearables",Israel,"MUV Interactive develops wearable solutions for interaction with multiple screens and media sources, through touch, remote & voice","39,179", www.muvinteractive.com ,info@muvinteractive.com,3
415,AeroSystems," Aerospace, Commercial, Drones, Hardware, Internet of Things, Military, Product Design, Public Safety",United States,"Compact, rugged drones for mission-critical operations in the harshest environments","39,189", www.ascentaerosystems.com ,info@ascentaerosystems.com,3
416,Aerospace," Aerospace, Drones, Security",United States,Pulse Aerospace develops helicopter Unmanned Aircraft Systems,"39,854", pulseaero.com/ ,contact@pulseaero.com,2
417,Inc.," Aerospace, Automotive, Drones, Software",United States,RightHook builds simulation software for the autonomous robotics industry.,"39,880", www.righthook.io ,info@righthook.io,1
418,Avular," Drones, Industrial Engineering, Mechanical Engineering, Robotics",The Netherlands,Avular is an agile and innovative mobile robotics company.,"40,008", avular.com ,info@avular.com,3
419,ApS," 3D Technology, Computer Vision, Data Mining, Data Visualization, Drones, Mapping Services, SaaS",Denmark,"SaaS, Drone, Inspections, Mapping, Reporting","40,014", easyinspect.io ,info@easyinspect.io,2
420,Above," Artificial Intelligence, Cloud Computing, Drones, Electrical Distribution, Forestry",United States,"With Above, autonomy looks like teamwork. Above Robotics coordinates various autonomous systems like trucks, drones, & robots.","40,180", www.aboverobotics.com ,Info@above-UAV.com,2
421,Weather," Broadcasting, Drones, News, Robotics",Jordan,Arabia Weather features hourly-updated weather forecasts and alerts in United Arab Emirates.,"40,693", www.arabiaweather.com/ ,socialmedia@arabiaweather.com,3
422,Guys," Aerospace, Consulting, Drones, Information Technology, Robotics",Canada,The Sky Guys are leaders in UAV-enabled services and aerial technology.,"40,711", theskyguys.ca/ ,info@theskyguys.ca,2
423,Unmanned," Drones, Information Services, Information Technology, Robotics",United States,"A team of experienced aviation, technical and business professionals.","41,642", juniperunmanned.com ,info@juniperunmanned.com,—
424,Sensilize," Agriculture, AgTech, Artificial Intelligence, Big Data, Drones, Machine Learning, Robotics, SaaS, Software, Sustainability",Israel,Sensilize is an international scientific precision agriculture IT company.,"42,587", sensilize.ag/ ,info@sensilize.com,3
425,Airborne," Analytics, Artificial Intelligence, Autonomous Vehicles, Big Data, CleanTech, Drones, Predictive Analytics, Software, Software Engineering",Estonia,"Automating defect analysis for power lines. Bringing 3 dimensional world to everyone, everywhere.","42,847", airborne.hepta.ee ,info@hepta.ee,1
426,Fliers," Consumer Electronics, Drones",United Kingdom,Extreme Fliers make Micro Drone 3.0 - a palm-sized personal Drone,"43,346", www.microdrone.co.uk ,hello@extremefliers.co.uk,1
427,360°," Autonomous Vehicles, Enterprise, Homeland Security, Transportation",Israel,"ARTsys360° has developed a 3D-360° break through micro radar, detects track and stops drones from taking illegal video, smuggle substance an","43,829", www.artsys360.com ,—,3
428,Systems," Marine Technology, National Security, Robotics",United States,"AMS is a marine data company using fleets of patented, low-cost robotic sailboats to deliver real-time ocean intelligence","43,993", www.automarinesys.com/ ,info@automarinesys.com,1
429,URSA," Drone Management, Drones, Internet of Things, Robotics",United States,URSA is THE risk management platform for unmanned systems.,"44,017", www.ursasecure.com ,info@ursasecure.com,2
430,OpenROV," Drones, Hardware, Marine Technology, Robotics, Software",United States,Open Source Underwater Robots for Exploration and Education.,"44,238", openrov.com ,Info@OpenROV.com,2
431,MassRobotics," Autonomous Vehicles, Drones, Marketing Automation, Non Profit, Robotics",United States,MassRobotics is a nonprofit hub that provides labs and expensive equipment that startups need for testing and prototyping.,"44,466", www.massrobotics.org/ ,info@massrobotics.org,5
432,Guanjia," Agriculture, AgTech, Drones",China,"Nongtian Guanjia is a Beijing-based agricultural drone services platform, also known as Farm Friend.","44,926", www.farmfriend.cn/ ,public@farmfriend.cn,3
433,TempoQuest," Predictive Analytics, SaaS, Software",United States,TempoQuest is a development phase company created to develop SaaS software for advanced weather forecasting using GPU processors.,"45,303", TempoQuest.com ,Info@tempoquest.com,2
434,Nora," Consumer Goods, Drones, Health Care, Information Technology, Medical",Canada,Smart Nora develops consumer technologies for better sleep.,"45,316", www.smartnora.com/ ,—,—
435,Systems," Artificial Intelligence, Computer, Information Technology, Machine Learning, Retail, Retail Technology, Robotics, Software",United States,Pensa Systems is a provider of autonomous perception systems for retail inventory visibility.,"12,044", www.pensasystems.com/ ,info@pensasystems.com,5
436,vHive," Aerospace, Artificial Intelligence, Drone Management, Enterprise, Information Technology, Machine Learning, SaaS, Software, Telecommunications",Israel,vHive provides a cloud-based software platform that enables enterprises to digitize and analyze assets using autonomous drone hives.,"12,280", www.vhive.ai ,—,2
437,Outsight," Artificial Intelligence, Robotics, Service Industry",France,"Outsight develops a revolutionary kind of sensor, a 3D Semantic Camera that brings Full Situation Awareness to Smart Machines and Cities.","12,416", www.outsight.tech/ ,—,2
438,Oculii," Automotive, Drones, Robotics",United States,Oculii is a radar sensor developer in 4D radar design and fusion.,"12,421", www.oculii.com ,info@oculii.com,1
439,Robotics," Agriculture, Artificial Intelligence, Computer Vision, Drones, Industrial Automation, Internet of Things, Machine Learning, Security",United States,"Robot-as-a-Service enabled by pilotless, AI-powered drone-in-a-box.","12,526", www.american-robotics.com ,contact@american-robotics.com,3
440,SkyX," Drones, Electronics, Oil and Gas",Canada,SkyX is a Canadian company that builds vertical take-off and landing (VTOL) unmanned aerial vehicles.,"12,587", skyx.com/ ,—,1
441,Unifly," Aerospace, Drone Management, Drones, Mobile Apps, Navigation, Robotics, Smart Cities, Software, Software Engineering",Belgium,Unifly is the world-leading provider of an Unmanned Traffic Management platform allowing the safe integration of drones into the airspace.,"12,615", www.unifly.aero ,info@unifly.aero,4
442,Clobotics," Analytics, Artificial Intelligence, Computer Vision, Information Technology, Machine Learning, Retail Technology",China,Clobotics provides intelligent computer vision solutions for the retail and wind power sectors.,"12,676", www.clobotics.com/ ,info@clobotics.com,4
