Company Name,Country,URL,Email,People,Use,Description,Funding
Octocamvision,Spain,www.octocamvision.com/,Info@octocamvision.com,0,Drones,Octocamvision is a technology company that offers multiple services through the use of drones nationwide and throughout Europe.,688729
Bone,Australia,dogandbonecases.com,sales@dogandbonecases.com,0,"Computer, Drones, Hardware, iOS, Mobile",Dog & Bone-at the forefront of mobile innovation.,68979
Ltd.,Israel,alta.team,office@alta.team,0,Drones,"Alta develops innovative solutions, based on the latest development in the drone industry.",692523
Garageeks,Ireland,www.garageeks.com/,вЂ”,2,"Information Technology, Internet, Internet of Things, Software","GaraGeeks is a technology startup that aims to create affordable, practical solutions to improve everyday life.",69335
MisterFoxy,вЂ”,www.misterfoxy.com,mister.foxy@yahoo.fr,0,"Computer, Drones, E-Commerce, Gaming, Video Games",MisterFoxy is a wholesale company that offers a wide range of products.,699763
Productions,The Netherlands,www.airfilmsproductions.com,вЂ”,0,"Aerospace, Drones, Internet",Airfilms Productions is a remotely aerial vehicle service provider.,699929
SWYCS,The Netherlands,www.swycs.com/,bart@swycs.com,1,"Computer, Consumer Electronics, Drones, Hardware, Information Technology",SWYCS is IoT Provider and the one stop shop that supplies the complete IoT infrastructure for Smart Buildings. We connect any device!,700017
Law,United States,www.aglaw.us/,info@aglaw.us,0,"Agriculture, Consulting, Food and Beverage, Legal","Janzen Agricultural Law is a company dedicated to serving the legal needs of farms, agricultural technology providers, and agribusiness.",703606
DroneCLT,United States,droneclt.com/,info@droneclt.com,0,"Drones, Photography",DroneCLT specializing in aerial videography and photography using cutting-edge drone technologies.,705264
Airdrone,France,www.airdrone.fr,contact@airdrone.fr,0,"Drones, Photography, Video","Airdrone specializes in aerial photography through drones and offers services for television, cinema and film production.",705653
RotorMatch,вЂ”,www.rotormatch.com,contact@rotormatch.com,1,"Drone Management, Drones, eSports, Sports",Rotormatch.com is a drone race management solution.,706176
izikart,United Kingdom,www.izikart.co.uk/,care@izikart.co.uk,0,"Drones, E-Commerce, Internet",izikart is all about communication devices and gadgets that gives price updates from reputed retailers with unbiased comparison of deals.,710612
Skypoint-e,Germany,www.skypoint-e.com,contact@skypoint-e.com,0,"Drones, Security",Skypoint-e develops a storm resistant drone system for long time missions on local areas.,712892
Minigroup,France,www.minigroup.fr/,вЂ”,0,"Consumer Electronics, Consumer Goods, E-Commerce",MiniGroup is the French e-commerce leader in drones and model making,713127
RaptorUAS,United Kingdom,www.raptoruas.com,вЂ”,0,"Drones, Electronics, Manufacturing, Robotics","RaptorUAS specializes in ultra-lightweight high efficiency, low drag platform design.",718041
Nabuv,Hungary,nabuv.hu/,info@nabuv.com,0,"3D Printing, Drones, Water Purification","Nabuv deals with the import and export of food and food raw materials as well as offers 3D printing, drones & water sterilization services.",719615
chachoo,United Kingdom,chachoo.co.uk,contact@chachoo.co.uk,0,"Content Marketing, Digital Marketing, Drones, E-Commerce Platforms, Email Marketing, Google, Graphic Design, Marketing, Photo Editing, SEO, Social Media, Social Media Advertising, Social Media Management, Social Media Marketing, UX Design, Video Advertising, Video Editing, Web Design, Web Development, Web Hosting","Web Design, Social Media & Digital Marketing Agency",725226
SkyFrames,The Netherlands,skyframes.nl,вЂ”,0,"Drones, Education, Electronics, Motion Capture","SkyFrames is a company specialised in making aerial footage with a multirotor helicopter, or drone.",725491
Rijalda,United States,rijalda.com,вЂ”,0,"Drones, E-Commerce, Hardware, Software","Reviews, comparisons and product recommendations.",726449
Westlat,United States,westlat.com/,info@westlat.com,0,"Delivery, Drones, E-Commerce, Mechanical Engineering","Westlat is an e-store that supplies precision measurement products like drones, GNSS receivers, antennas and precision piling tools.",727338
Companies,United States,www.xcoinc.net,info@xchanger.com,2,"Construction, Drones, Energy Efficiency, Manufacturing, Real Estate, Renewable Energy",XChanger Companies specializes in heating and cooling installation services in homes.,727599
Drones,вЂ”,vhdrones.com/,sales@vhdrones.com,0,Drones,Your one-stop shop for hobby drones and aerial surveillance,727965
CarAudioDistributors.com,United States,www.CarAudioDistributors.com,вЂ”,0,"Drones, E-Commerce, Internet, Logistics, Transportation","CarAudioDistributors.com is an internet retailer of car audio, video, and related electronics on the web.",730772
Dedrone,United States,www.dedrone.com,info@dedrone.com,4,"Drone Management, Drones, Robotics, Security","Dedrone develops drone detection technology with automated, software-based aerial intrusion.",938
Flytrex,Israel,www.flytrex.com/,sales@flytrex.com,2,"Delivery, Delivery Service, Drones, Food Delivery, Robotics, Same Day Delivery, Software","Flytrex Aviation offers tailored, end-to-end drone delivery solutions based on its proprietary cloud technology.",969
SiteAware,Israel,www.siteaware.com/,info@siteaware.com,2,"Construction, Drone Management, Drones, Information Technology, Robotics",SiteAware solves quality control for construction exterior by transforming physical inspections into digital cloud based automated processes,1165
SenseHawk,United States,sensehawk.com,вЂ”,2,"Artificial Intelligence, Construction, Data Visualization, Drones, Infrastructure, Power Grid, SaaS, Software, Solar","SenseHawk is a SaaS platform that helps improve processes and saves cost in the development, construction, and operation of solar sites.",1461
Technologies,United States,www.exyn.com,hello@exyntechnologies.com,2,"Drones, Navigation, Robotics",Exyn Technologies is developing autonomous aerial robot systems.,2626
HUVRData,United States,www.huvrdata.com,вЂ”,2,"Analytics, Information Technology, Robotics, Software",HUVR is a data analytics company that uses drones to inspect industrial assets and large acreage for precision agriculture.,315
Mythic,United States,www.mythic-ai.com/,info@mythic-ai.com,2,"Artificial Intelligence, Computer Vision, Enterprise Software, Hardware, Machine Learning, Semiconductor",Mythic is an inference processor company that deploys artificial intelligence in any device.,3249
Aibono,India,www.aibono.com/,contact@airwood.in,1,"Agriculture, Analytics, Farming, Information Technology, Predictive Analytics","Aibono uses comprehensive data instruments, predictive analytics, and process improvements to help farmers improve yields.",3387
Matternet,United States,mttr.net,contact@matternet.us,4,"Drones, Logistics, Robotics",Matternet makes access to goods as frictionless and universal as access to information.,3452
Aerobotics,South Africa,www.aerobotics.com/,info@aerobotics.com,2,"AgTech, Analytics, Drones, Farming, Machine Learning, Software","Aerobotics is a data analytics company, using aerial imagery and machine learning algorithms to help farmers identify pest and disease early",4441
Maps,United States,www.raptormaps.com/,info@raptormaps.com,3,"Asset Management, Computer Vision, Data Visualization, Drones, Energy, Software, Solar",Raptor Maps develops software solutions for managing solar PV assets with drones.,445
Auterion,Switzerland,auterion.com,contact@auterion.com,2,"Drone Management, Drones, Information Technology, Open Source, Operating Systems, Robotics, Software","The ecosystem of software-defined drones, payloads, and apps within a single easy to use platform.",5004
HyPoint,United States,hypoint.us,info@hypoint.us,7,"Aerospace, Air Transportation, Clean Energy, Drones, Electric Vehicle, Fuel Cell",The next generation hydrogen fuel cell system for the aerospace industry and air transportation market,5073
Flyability,Switzerland,www.flyability.com,info@flyability.com,2,"Consumer Electronics, Drone Management, Drones, Robotics, Security",Flyability is a Swiss company building safe drones for inaccessible places.,5185
Xnor.ai,United States,xnor.ai,hello@xnor.ai,2,"Artificial Intelligence, Computer Vision, Internet of Things, Machine Learning, Natural Language Processing, Speech Recognition","Xnor.ai's technology runs deep learning models efficiently вЂ‹on edge devices such as phones, IoT devices, cameras, drones, and embedded CPUs.",5507
Imaging,United States,www.ceresimaging.net/,info@ceresimaging.net,1,"Agriculture, AgTech, Big Data, Drones, Machine Learning",Ceres Imaging is a California-based aerial spectral imagery and analytics company that serves farmers and agribusinesses.,5616
Percepto,Israel,percepto.co,info@percepto.co,3,"Computer, Drone Management, Drones, Enterprise, Robotics, Software","Percepto offers Fully Autonomous Multi-Mission Drone Solution including computer applications, a base station and a management software.",5778
Prophesee,France,www.prophesee.ai/,info@chronocam.com,4,"Artificial Intelligence, Automotive, Drones, Internet of Things",Prophesee provides bio-inspired computer vision solutions for autonomous navigation and connected objects.,5825
Navigation,United States,swiftnav.com,sales@swiftnav.com,3,"Autonomous Vehicles, Drones, GPS, Hardware, Robotics, Software",Swift Navigation offers hardware and software that makes GPS positioning technology available for autonomous vehicle and device guidance.,5972
PINC,United States,www.pinc.com/,info@pinc.com,1,"Drones, Internet of Things, Logistics, RFID, Supply Chain Management, Transportation","PINC helps companies to identify, locate, and move inventory as efficiently as possible with cloud apps, IoT sensors, and autonomous drones.",5979
HyperVerge,United States,www.hyperverge.co/,contactus@hyperverge.co,5,"Artificial Intelligence, Banking, Computer Vision, Geospatial, Machine Learning","HyperVerge provides AI models for the analysis of images and videos by identification of people, places, objects, backgrounds, and events.",6381
Delivery,Ireland,www.manna.aero,info@manna.aero,1,"Drones, Food Delivery, Logistics","Manna provides drone delivery as a service stack to restaurant chains, dark kitchens, and online food delivery platforms",6453
Technologies,United States,www.5x5tech.com/,sales@5x5tech.com,1,"Artificial Intelligence, Cloud Data Services, Computer Vision, Drones, Information Technology, Robotics, Software, Telecommunications",Pioneer in the use of 3D computer vision and AI with unmanned aerial systems to inspect and analyze industrial assets.,6582
Neurala,United States,www.neurala.com,info@neurala.com,3,"Artificial Intelligence, Drones, Machine Learning, Robotics, Software",Neurala provides an AI platform that empowers companies to automate visual inspections.,6783
DroneSeed,United States,www.droneseed.com,info@Droneseed.co,2,"CleanTech, Drones, Environmental Engineering, Forestry, Impact Investing, Industrial Automation, Natural Resources, Renewable Energy, Robotics, Social Impact",DroneSeed is paid per acre to plant tree seed vessels after a wildfire -- using heavy-lift Drone Swarms,7142
Cape,United States,cape.com,contact@cape.com,3,"Drones, Enterprise, Software",Cape - The worldвЂ™s first software platform for full drone telepresence.,7272
SkySpecs,United States,skyspecs.com,info@skyspecs.com,5,"Aerospace, Analytics, Asset Management, Drones, Energy Efficiency, Productivity Tools, Renewable Energy, Robotics, Wind Energy",SkySpecs automates the operations and maintenance of utility scale wind turbines with cutting edge robotics,7427
Volansi,United States,volansi.com/,info@flyvoly.com,2,"Delivery, Drones, Logistics, Transportation","Volansi is a developer of logistics solutions through autonomous drone deliveries that facilitate long range, time-critical shipments.",7693
Picterra,Switzerland,www.picterra.ch/,вЂ”,2,"Aerospace, Artificial Intelligence, Computer Vision, Drones, Geospatial, Machine Learning",User-Sourced artificial intelligence for earth imaging,7754
Automation,United States,www.irisonboard.com/,contact@irisonboard.com,2,"Artificial Intelligence, Computer Vision, Drones, Industrial, Machine Learning, Robotics",Iris Automation is an artificial intelligence and safety avionics company building collision-avoidance systems for autonomous drones.,7812
DroneShield,Australia,www.droneshield.com,info@droneshield.com,2,"Drones, Enterprise Software, Military, Robotics, Security, Sensor","DroneShield provides protection against drones threatening safety, security and privacy.",8012
Tynker,United States,www.tynker.com,info@tynker.com,3,"Education, Edutainment, Video Games","Tynker is a creative computing platform where millions of kids have learned to program and built games, apps and more.",8034
Systems,United States,www.solidenergysystems.com,press@solidenergysystems.com,1,"Battery, Drones, Electric Vehicle, Electronics, Manufacturing, Wearables",SolidEnergy manufactures rechargeable cells at a pilot scale for prototype demonstration and specialized aerospace markets.,8605
Aerial,United States,easyaerial.com/,info@easyaerial.com,2,"Autonomous Vehicles, Drones, Physical Security","Unnamed Aerial Systems (UAS) for Autonomous Monitoring 
Unmanned Aerial Systems (UAS) for Autonomous Monitoring",8624
Gamaya,Switzerland,gamaya.com,info@gamaya.com,3,"Agriculture, AgTech, Artificial Intelligence, Big Data, Drones, Machine Learning, Robotics","Gamaya improves efficiency & sustainability of farming by offering compelling agronomy solutions, enabled by hyperspectral imaging and AI.",8716
ideaForge,India,www.ideaforge.co.in,info@ideaforge.co.in,2,"Drones, Photography, Security",ideaForge is an Indian company engaged in the development of unmanned aerial systems.,9426
Ltd.,United Kingdom,www.flockcover.com/,hello@flockcover.com,2,"Analytics, Artificial Intelligence, Big Data, Drones, FinTech, Insurance, InsurTech, Software","Flock is a London-based, VC- and government-backed insurtech company building a Big Data driven risk intelligence platform for drones.",9551
Robotics,United States,www.ghostrobotics.io/,corp@ghostrobotics.io,3,"Industrial, Military, Mining, Oil and Gas, Physical Security, Public Safety, Robotics","Robots that Feel the Worldв„ў | Quadrupedal Robots (Q-UGV) for Unstructured, Demanding and Continuous-Use Environments",959
Laboratory,Japan,www.acsl.co.jp/,вЂ”,2,"Aerospace, Drone Management, Drones, Manufacturing, Robotics",ACSL is an industrial drone manufacturer and solution provider in Japan.,9937
Kittyhawk,United States,kittyhawk.io/,team@kittyhawk.io,2,"Drones, Enterprise Software, PaaS, Robotics, SaaS, Software","Kittyhawk unifies the aircraft, the mission, and the data to empower drone operations.",10052
Allegro.AI,Israel,allegro.ai/,info@allegro.ai,3,"Artificial Intelligence, Computer, Information Technology, Machine Learning, Software","Allegro AI helps companies develop, deploy and manage DL & ML based solutions with a focus on unstructured data.",10209
Brain,France,anotherbrain.ai,contact@anotherbrain.ai,1,"Artificial Intelligence, Computer, Information Technology, Machine Learning, Robotics",Another Brain is an artificial intelligence startup that develops AI in a way far beyond deep learning.,10374
Teal,United States,tealdrones.com/,hello@tealdrones.com,1,"Drones, Manufacturing, Product Design, Robotics, Software",Original Design Manufacturer of Hardware and Software Drone Platforms,10726
Systems,United States,www.airspace.co,вЂ”,3,"Computer Vision, Drones, Robotics",Airspace Systems is a Silicon Valley-based company leading the development of aerial security systems for enterprise.,10833
Labs,United Kingdom,www.grakn.ai,info@grakn.ai,1,"Artificial Intelligence, Database, Developer Platform, Infrastructure, Knowledge Management, Software",Grakn is a database technology that serves as the knowledge base foundation to intelligent systems.,11041
Technologies,United States,www.fortemtech.com/,info@fortemtech.com,2,"Aerospace, Air Transportation, Autonomous Vehicles, Drone Management, Mechanical Engineering","Fortem Technologies is a privately held, venture backed company that delivers ultra small C-SWAP radar to enable the autonomous revolution.",11092
Wingtra,Switzerland,wingtra.com,hello@wingtra.com,3,"Aerospace, Drone Management, Drones, Manufacturing, Robotics",Wingtra provides professional VTOL drone for mapping and surveying.,11127
UAS,United States,вЂ”,info@measure.com,3,"Analytics, Drones, Geospatial, Mapping Services, Software",An aerial intelligence company offering world-class software for drones and drone data analysis.,1119
Rokk3r,United States,www.rokk3r.com,info@rokk3r.com,5,"3D Printing, Artificial Intelligence, Drones, Internet, Nanotechnology",Rokk3r is a unique platform for entrepreneurs to launch companies through its comprehensive cobuilding approach.,11662
SLAMcore,United Kingdom,www.slamcore.com,вЂ”,5,"Artificial Intelligence, Computer Vision, Drones, Robotics",SLAMcore is a developing SLAM algorithms that allow robots and drones to truly understand the space around them.,11849
INC,United States,inertialsense.com,info@inertialsense.com,1,"Autonomous Vehicles, Drones, GPS, Hardware, Motion Capture, Navigation, Robotics",Inertial Sense provides high precision micro-navigation solutions for a world that is beginning to move on its own.,32761
Perception,United States,eonite.com,hello@eonite.com,3,"3D Technology, Augmented Reality, Robotics, Software, Virtual Reality",Eonite Perception is a 3D mapping and tracking company on a mission to enable machines to understand the real world.,32774
Eye,United States,www.magik-eye.com/index.html,вЂ”,0,Electronics,"Magik Eye Inc. develops 3D sensor technology for usage in drones, endoscopes, and smart phones.",32894
HouseLens,United States,houselens.com,CustomerService@HouseLens.com,1,"Advertising, Marketing, Real Estate, Virtual Reality",HouseLens is a provider of full-motion walk-through video tours for real estate listings.,33226
ProDrone,Portugal,www.prodrone.io,info@prodrone.io,1,"Drone Management, Drones, Industrial Automation, Infrastructure, Renewable Energy, Wind Energy",Inspect better. Decide better. An integrated solution for the inspection of wind turbine blades with autonomous drone flight,33551
Elistair,France,elistair.com/,contact@elistair.com,2,"Drones, Law Enforcement, Public Safety, Robotics, Security",The Tethered Drone Company.,33853
Robotics,United States,www.soarrobotics.com/,info@soarrobotics.com,0,"Autonomous Vehicles, Drones, Robotics, Telecommunications",Reliable Connectivity for the Autonomous World.,33962
Raven[Ops],United States,raven-ops.com,info@raven-ops.com,3,"Artificial Intelligence, Drones, Robotics, Software",Raven[Ops] is a startup that focuses on building DevOps for robotics.,34043
Robolink,United States,robolink.com,info@robolink.com,1,"Drones, Education, Robotics, Software","Robolink develops robotic kits and drone kits. Using Khan Academy-style videos, students can follow to build and program a robot or drone.",34522
Corporation,United States,www.aeronyde.com,info@aeronyde.com,3,"Air Transportation, Autonomous Vehicles, Drone Management, Drones, Internet of Things",Aeronyde is an Autonomous Aerial Systems company that builds Unmanned Traffic Management systems for Unmanned Aerial Vehicles (UAVs).,3513
Nido,Spain,www.nidorobotics.com/,hola@nidorobotics.com,2,"Drones, Hardware, Industrial Automation, Marine Technology, Robotics","Nido focuses on the development, manufacture and marketing of efficient and low-cost underwater robots aimed at the underwater sector.",35352
RoBird,The Netherlands,www.robird.com,info@robird.com,2,"Agriculture, Air Transportation, Drones, Oil and Gas, Robotics, Waste Management","RoBird combines expert knowledge of UAVs with extensive sensor expertise. With our Robirds and multicopters, we provide a working solution.",35398
Terabee,France,www.terabee.com/,teraranger@terabee.com,3,"Drones, Environmental Consulting, Robotics","Terabee brings new ideas and solutions to complex robotics, automation, monitoring, and IoT challenges.",35742
Systems,Poland,www.detectdrones.com,info@detctdrones.com,1,"Drone Management, Drones, Hardware, Homeland Security, Physical Security, Security",Leader in affordable drone detection & tracking technology and creator of SafeSky system,35792
ActLight,Switzerland,act-light.com/,info@act-light.com,2,"Electronics, Information Technology, Manufacturing, Semiconductor",ActLightвЂ™s Dynamic PhotoDiode technology offers technological breakthrough solutions.,36106
Aeronext,Japan,aeronext.blue/,вЂ”,0,"Aerospace, Drones, Electronics",Aeronext is a Japanese startup that provides a center of gravity control technology to enhance the basic performance of drone.,3617
Aerialtronics,The Netherlands,www.aerialtronics.com/,request@aerialtronics.com,1,"Aerospace, Drones, Robotics",Defining the future of unmanned aircraft systems.,36434
Plus,France,ibubble.camera/,Contact@ibubble.camera,2,"Consumer Goods, Drones, Electronics, Marine Technology, Sporting Goods","Notilo Plus is the company behind iBubble, the world's first autonomous underwater drone that follows you during your dives and captures.",3683
Complier,United States,www.dronecomplier.com/,info@dronecomplier.com,2,"Aerospace, Autonomous Vehicles, Compliance, Drone Management, Drones, Enterprise Applications, Navigation, Robotics, Software",Drone Complier is an enterprise-grade sUAS Compliance/ Operations Management Solution enabling cost effective commercial drone programs,37829
Flugauto,United States,www.flug-auto.com,Founders@flug-auto.com,2,"Drones, Industrial, Logistics, Transportation",Benefits of a helicopter at the cost of ground transportation,37943
Aircrafts,United States,eva.xyz/,contact@eva.xyz,1,"Aerospace, Drone Management, Drones, Infrastructure",EVA develops drone charging infrastructure to facilitate drone applications all across the globe,38264
Uavia,France,www.uavia.eu,contact@uavia.eu,4,"Artificial Intelligence, Cloud Computing, Cloud Data Services, Drone Management, Enterprise Software, Intelligent Systems, Machine Learning, Operating Systems, Predictive Analytics",Uavia enables industries to connect autonomous drones and robots to the cloud and deploy mobile robots at scale in a smart and secure way.,38342
Inc,United States,www.dropin.ai,admin@dropininc.com,2,"Automotive, Fraud Detection, InsurTech, Internet, Internet of Things, Video, Video on Demand, Video Streaming",DropIn is a full service video platform allowing individuals to perform surveillance via their mobile device.,38388
VineView,Canada,www.vineview.ca,info@vineview.ca,1,"Agriculture, Drones, Farming, Robotics",VineView provides grape growers with specialized aerial data solutions developed specifically for the complexities of vineyards.,38406
Aquaai,United States,aquaai.com/,info@aquaai.com,3,"Aquaculture, Artificial Intelligence, Drones, Predictive Analytics, Robotics, Water",Aquaai builds fishlike robots to gather vital data in marine and freshwater environments in an effort to keep our oceans healthy.,3883
Space,Israel,www.sixdof.space,mark@sixdof.space,3,"Augmented Reality, Automotive, Drones, Sensor, Software, Virtual Reality",Sixdof Space is a light-based optical sensor and algorithm that can accurately determine location and positioning at ultra high speeds.,38842
MotionDSP,United States,www.motiondsp.com,sales@motiondsp.com,1,"Computer Vision, Drones, National Security, Software, Video, Video Streaming",MotionDSP sells advanced computer vision and image processing software that extracts real-time data from drone video.,38848
Botlink,United States,www.botlink.com/,shawn@botlink.io,2,"Drones, Hardware, Robotics, Software","Botlink is a drone control application that lets our users fly simply, safely & securely by processing FAA flight and regulation data.",3915
security,United States,911security.com,drones@911security.com,3,"Consulting, Security","We protect your airspace against drones threatening safety, security and privacy.",39169
Interactive,Israel,www.muvinteractive.com,info@muvinteractive.com,3,"Augmented Reality, EdTech, Education, Hardware, Internet of Things, Presentations, Software, Wearables","MUV Interactive develops wearable solutions for interaction with multiple screens and media sources, through touch, remote & voice",39179
AeroSystems,United States,www.ascentaerosystems.com,info@ascentaerosystems.com,3,"Aerospace, Commercial, Drones, Hardware, Internet of Things, Military, Product Design, Public Safety","Compact, rugged drones for mission-critical operations in the harshest environments",39189
Aerospace,United States,pulseaero.com/,contact@pulseaero.com,2,"Aerospace, Drones, Security",Pulse Aerospace develops helicopter Unmanned Aircraft Systems,39854
Inc.,United States,www.righthook.io,info@righthook.io,1,"Aerospace, Automotive, Drones, Software",RightHook builds simulation software for the autonomous robotics industry.,3988
Avular,The Netherlands,avular.com,info@avular.com,3,"Drones, Industrial Engineering, Mechanical Engineering, Robotics",Avular is an agile and innovative mobile robotics company.,40008
ApS,Denmark,easyinspect.io,info@easyinspect.io,2,"3D Technology, Computer Vision, Data Mining, Data Visualization, Drones, Mapping Services, SaaS","SaaS, Drone, Inspections, Mapping, Reporting",40014
Above,United States,www.aboverobotics.com,Info@above-UAV.com,2,"Artificial Intelligence, Cloud Computing, Drones, Electrical Distribution, Forestry","With Above, autonomy looks like teamwork. Above Robotics coordinates various autonomous systems like trucks, drones, & robots.",4018
Weather,Jordan,www.arabiaweather.com/,socialmedia@arabiaweather.com,3,"Broadcasting, Drones, News, Robotics",Arabia Weather features hourly-updated weather forecasts and alerts in United Arab Emirates.,40693
Guys,Canada,theskyguys.ca/,info@theskyguys.ca,2,"Aerospace, Consulting, Drones, Information Technology, Robotics",The Sky Guys are leaders in UAV-enabled services and aerial technology.,40711
Unmanned,United States,juniperunmanned.com,info@juniperunmanned.com,0,"Drones, Information Services, Information Technology, Robotics","A team of experienced aviation, technical and business professionals.",41642
Sensilize,Israel,sensilize.ag/,info@sensilize.com,3,"Agriculture, AgTech, Artificial Intelligence, Big Data, Drones, Machine Learning, Robotics, SaaS, Software, Sustainability",Sensilize is an international scientific precision agriculture IT company.,42587
Airborne,Estonia,airborne.hepta.ee,info@hepta.ee,1,"Analytics, Artificial Intelligence, Autonomous Vehicles, Big Data, CleanTech, Drones, Predictive Analytics, Software, Software Engineering","Automating defect analysis for power lines. Bringing 3 dimensional world to everyone, everywhere.",42847
Fliers,United Kingdom,www.microdrone.co.uk,hello@extremefliers.co.uk,1,"Consumer Electronics, Drones",Extreme Fliers make Micro Drone 3.0 - a palm-sized personal Drone,43346
360В°,Israel,www.artsys360.com,вЂ”,3,"Autonomous Vehicles, Enterprise, Homeland Security, Transportation","ARTsys360В° has developed a 3D-360В° break through micro radar, detects track and stops drones from taking illegal video, smuggle substance an",43829
Systems,United States,www.automarinesys.com/,info@automarinesys.com,1,"Marine Technology, National Security, Robotics","AMS is a marine data company using fleets of patented, low-cost robotic sailboats to deliver real-time ocean intelligence",43993
URSA,United States,www.ursasecure.com,info@ursasecure.com,2,"Drone Management, Drones, Internet of Things, Robotics",URSA is THE risk management platform for unmanned systems.,44017
OpenROV,United States,openrov.com,Info@OpenROV.com,2,"Drones, Hardware, Marine Technology, Robotics, Software",Open Source Underwater Robots for Exploration and Education.,44238
MassRobotics,United States,www.massrobotics.org/,info@massrobotics.org,5,"Autonomous Vehicles, Drones, Marketing Automation, Non Profit, Robotics",MassRobotics is a nonprofit hub that provides labs and expensive equipment that startups need for testing and prototyping.,44466
Guanjia,China,www.farmfriend.cn/,public@farmfriend.cn,3,"Agriculture, AgTech, Drones","Nongtian Guanjia is a Beijing-based agricultural drone services platform, also known as Farm Friend.",44926
TempoQuest,United States,TempoQuest.com,Info@tempoquest.com,2,"Predictive Analytics, SaaS, Software",TempoQuest is a development phase company created to develop SaaS software for advanced weather forecasting using GPU processors.,45303
Nora,Canada,www.smartnora.com/,вЂ”,0,"Consumer Goods, Drones, Health Care, Information Technology, Medical",Smart Nora develops consumer technologies for better sleep.,45316
Systems,United States,www.pensasystems.com/,info@pensasystems.com,5,"Artificial Intelligence, Computer, Information Technology, Machine Learning, Retail, Retail Technology, Robotics, Software",Pensa Systems is a provider of autonomous perception systems for retail inventory visibility.,12044
vHive,Israel,www.vhive.ai,вЂ”,2,"Aerospace, Artificial Intelligence, Drone Management, Enterprise, Information Technology, Machine Learning, SaaS, Software, Telecommunications",vHive provides a cloud-based software platform that enables enterprises to digitize and analyze assets using autonomous drone hives.,1228
Outsight,France,www.outsight.tech/,вЂ”,2,"Artificial Intelligence, Robotics, Service Industry","Outsight develops a revolutionary kind of sensor, a 3D Semantic Camera that brings Full Situation Awareness to Smart Machines and Cities.",12416
Oculii,United States,www.oculii.com,info@oculii.com,1,"Automotive, Drones, Robotics",Oculii is a radar sensor developer in 4D radar design and fusion.,12421
Robotics,United States,www.american-robotics.com,contact@american-robotics.com,3,"Agriculture, Artificial Intelligence, Computer Vision, Drones, Industrial Automation, Internet of Things, Machine Learning, Security","Robot-as-a-Service enabled by pilotless, AI-powered drone-in-a-box.",12526
SkyX,Canada,skyx.com/,вЂ”,1,"Drones, Electronics, Oil and Gas",SkyX is a Canadian company that builds vertical take-off and landing (VTOL) unmanned aerial vehicles.,12587
Unifly,Belgium,www.unifly.aero,info@unifly.aero,4,"Aerospace, Drone Management, Drones, Mobile Apps, Navigation, Robotics, Smart Cities, Software, Software Engineering",Unifly is the world-leading provider of an Unmanned Traffic Management platform allowing the safe integration of drones into the airspace.,12615
Clobotics,China,www.clobotics.com/,info@clobotics.com,4,"Analytics, Artificial Intelligence, Computer Vision, Information Technology, Machine Learning, Retail Technology",Clobotics provides intelligent computer vision solutions for the retail and wind power sectors.,12676
Cyber,Israel,www.regulus.com,info@regulus.com,2,"Autonomous Vehicles, Computer, Drones, Enterprise, Security, Software",Regulus Cyber is a software technology company that provides smart sensor security services.,12935
Robotics,South Korea,seoulrobotics.org,hello@seoulrobotics.org,1,"Artificial Intelligence, Automotive, Autonomous Vehicles, Drones, Machine Learning, Robotics, Sensor, Software",Making Robots Intelligent - Building advanced Lidar autonomous perception software for self driving cars and robots,13159
UAV,United States,www.flycamuav.com/,flycamuav@gmail.com,0,"Drones, Film Production, Training","FlyCam UAV is a sUAS systems integration company, specializing in commercial UAV solutions for industrial use.",354392
App,India,www.gocamle.com,support@gocamle.com,1,"E-Commerce, Film, Photography, Rental","Rent Camera, Lens & Equipment Nearby!",355116
CannyKart.com,United States,cannykart.com/,info@cannykart.com,2,"E-Commerce, Internet of Things, Lifestyle, Marketplace, Wearables","CannyKart.com is an exclusive marketplace for IoT devices. Find amazing lifestyle, wearable, home automation, baby care and drone products",356469
iReviews,United States,ireviews.com,info@ireviews.com,0,"3D Printing, 3D Technology, Cloud Data Services, Drones, Robotics",Reviews of breakthrough technology,359636
Dronotec,France,www.dronotec.com/,contact@dronotec.com,0,"Drones, Real Estate",Dronotec are a french innovative network of UAV pilot specialised in surveying and inspection.,360004
Evotion,France,www.evotion.com/en/,hello@evotion.fr,1,"Drones, Event Management, Robotics, Software","Evotion is an event tech agency, leader in the field of technological event entertainment.",360607
UAV,Poland,www.flytechuav.com/,office@flytechuav.pl,0,"Aerospace, Drones, Hardware, Software","FlyTech UAV has been manufacturing professional, unmanned aircraft systems for specialized uses: photogrammetry, remote sensing, SAR.",361267
MyView,Brazil,www.myviewdrones.com/,contato@myviewsolutions.com,1,"Drone Management, Drones",MyView offer Drones services and solutions for various markets. We work in a personalized way with each client.,362759
DronENG,Brazil,droneng.com.br/,Contato@droneng.com.br,0,"Drones, GPS",DronENG They believe that whoever buys a drone wants to set up a new business or a new department in your company.,367905
Drones4Hire,United States,www.drones4hire.com/,support@drones4hire.com,0,"Aerospace, Drones","Drones4Hire is a drone hiring company that provides a hassle free way to locate, hire, and pay for a licensed professional drone pilot.",368318
Unlimited,United States,www.robotics-unlimited.com/,contact@robotics-unlimited.com,2,"Consumer Electronics, Drones, Robotics",Brings cutting edge robotics to consumers,368519
