,Company Name,Use,Country,Description,Url,Email,Founders,Found Date,t1,t2,t3,t4,t5,t6,t7
479,CredAble," E-Learning, Financial Services, FinTech, Information Technology, Machine Learning, Supply Chain Management",India,"CredAble combines technology, financing, deep learning, and analytics to create innovative supply chain financing products dynamically. ", www.credable.in/ ,—,1,2017,—,—,—,—,—,—,—
480,Solutions," Enterprise Software, Health Care, Information Technology, mHealth, Software",United States,Health Recovery Solutions develops a cloud-based warning system to help users reduce readmissions for hospitals and ACOs., www.healthrecoverysolutions.com ,info@healthrecoverysolutions.com,3,"Jan 15, 2012",—,—,—,—,—,—,—
481,Noteworth," Electronic Health Record (EHR), Health Care, Information Technology, Software",United States,Noteworth connects healthcare organizations with patient-generated health data to improve patient engagement on an ongoing basis., www.noteworth.com ,hello@noteworth.com,3,Apr 2015,—,—,—,—,—,—,—
482,Certn," Big Data, Information Services, Information Technology, Software",Canada,"Certn is a fast, simple, comprehensive solution for applicant screening backed by great customer service.", www.certn.co ,info@certn.co,3,"Oct 16, 2016",—,—,—,—,—,—,—
483,Teamworks," Information Services, Information Technology, Software, Sports, Training",United States,Teamworks is a communication and operations platform for athletic organizations., www.teamworks.com ,info@teamworks.com,3,2004,—,—,—,—,—,—,—
484,Company," Banking, Higher Education, Hospital, Information Technology",United States,POM Partners provides life and workforce safety solutions through it's real time security console., www.getthepom.com ,info@getthepom.com,2,"Jan 2, 2014",—,—,—,—,—,—,—
485,Appetize," Apps, Events, Information Technology, Mobile, Software",United States,"Appetize develops point-of-sale and payment systems for entertainment, leisure and education enterprise businesses around the world.", appetizeapp.com ,info@appetizeapp.com,3,Sep 2011,—,—,—,—,—,—,—
486,Academia.edu," Analytics, Education, Higher Education, Information Technology, Internet, Social Media",United States,Academia.edu is a platform for academics to share research papers., www.academia.edu/ ,press@academia.edu,1,2007,—,—,—,—,—,—,—
487,Rezi," Career Planning, Education, Information Technology, Professional Services, Software",South Korea,Rezi is a developer of resume software that creates an optimized resume and tailor it to any job application in only minutes., rezi.io/ ,hello@rezi.io,2,"Jun 1, 2015",—,—,—,—,—,—,—
488,Aiforia," Artificial Intelligence, Education, Health Care, Information Technology, Machine Learning, Medical, Software",Finland,Aiforia’s mission is to provide global access to AI-powered image analysis for medical and healthcare professionals., www.aiforia.com/about-us/ ,contact@aiforia.com,3,2013,—,—,—,—,—,—,—
489,ENDLESS," Consumer Software, Content Delivery Network, Information Services, Information Technology, Open Source, Operating Systems",United States,"Endless purpose is to connect the unconnected, enhancing the development and education of all people in emerging markets.", endlessos.com ,press@endlessm.com,2,2011,—,—,—,—,—,—,—
490,Security," Artificial Intelligence, Computer Vision, Cyber Security, Education, Health Care, Information Technology, Machine Learning, Physical Security, Security, Software",United States,Athena’s mission is to save lives by preventing crimes like active shooter situations with  AI Gun Detection Software and detecting a fever., athena-security.com ,info@athenacameras.com,2,"Apr 11, 2018",—,—,—,—,—,—,—
491,Lyceum," Computer, E-Learning, Information Technology, Insurance, Life Science",United States,"Area9 Lyceum is a cloud-based educational platform to provide online learning modules for schoolchildren, students and professionals.", area9lyceum.com/ ,info@area9lyceum.com,2,2017,—,—,—,—,—,—,—
492,Access," Consulting, Education, Government, Information Services, Information Technology, Software, Training",United States,"Level Access provides digital accessibility compliance solutions to address the ADA, WCAG, CVAA, AODA, Mandate 376, and Section 508.", www.levelaccess.com/ ,INFO@LEVELACCESS.COM,4,1997,—,—,—,—,—,—,—
493,Playvox," Analytics, Corporate Training, Customer Service, Enterprise Software, Information Technology, SaaS, Software",United States,Quality Assurance Software for Customer Service, playvox.com ,support@playvox.com,1,2012,—,—,—,—,—,—,—
494,Learnosity," EdTech, Education, Information Technology, Robotics, SaaS, Skill Assessment, Software",Ireland,"Learnosity provides the technology framework for authoring, assessment delivery, and reporting for the world's best assessment solutions.", www.learnosity.com ,info@learnosity.com,2,2007,—,—,—,—,—,—,—
495,KiwiTech," Enterprise Applications, Enterprise Software, Information Technology, Mobile Apps, Software, Web Apps, Web Development",United States,KiwiTech is a startup investor and IT services company that provides technology-enabled digital solutions to SMEs and leading enterprises., kiwitech.com ,info@kiwitech.com,2,2009,—,—,—,—,—,—,—
496,Isolation," Communication Hardware, EdTech, Hardware, Health Care, Home Health Care, Information Technology",Norway,We create tailored communication tools to put an end to loneliness., www.noisolation.com/ ,info@noisolation.com,3,Oct 2015,—,—,—,—,—,—,—
497,Codementor," Developer Tools, Education, Information Technology, Internet, Marketplace, Messaging, Video, Web Development",United States,"Codementor is an online marketplace connecting developers with experts for on-demand 1:1 help via screen sharing, video, and text chat.", www.codementor.io ,support@codementor.io,1,2013,—,—,—,—,—,—,—
498,LiveTiles," Coworking, Information Technology, SaaS, Software",United States,"LiveTiles empowers staff with the ability to surface and integrate scattered business apps, resources and help organization collaborate", www.livetiles.nyc/ ,info@livetiles.nyc,2,1994,"Jan 10, 2003",—,—,—,—,—,—
499,Capital," AgTech, EdTech, Financial Services, FinTech, Information Technology, Internet",Canada,Flow Capital provides founder-friendly growth capital for high-growth companies., flowcap.com ,capital@flowcap.com,1,1993,"Feb 18, 2014",—,—,—,—,—,—
500,TalkingPoints," Communities, Education, Information Technology, Non Profit",United States,"TalkingPoints is an organisation,which connects teachers, parents, and students across to build relationships.", talkingpts.org/ ,hello@talkingpts.org,1,2015,—,—,—,—,—,—,—
501,Authess," E-Learning, Information Technology, Simulation",United States,"Authess designs and develops an assessment template that enables scenario, simulation, and problem-based assessment.", authess.com/ ,info@authess.com,3,2015,"Mar 12, 2020",—,—,—,—,—,—
502,Sanjieke," E-Learning, EdTech, Education, Information Technology, Online Portals",China,Sanjiekeis an online education platform targeting IT professionals., www.sanjieke.cn/ ,—,1,2015,—,—,—,—,—,—,—
503,7Summits," Data Integration, E-Commerce Platforms, Higher Education, Information Technology, UX Design",United States,"7Summits is a national provider of community-led, multi-cloud digital solutions built on the Salesforce Platform ", www.7summitsinc.com ,contact7S@7summitsinc.com,2,"Apr 20, 2009",—,—,—,—,—,—,—
504,Events," 3D Technology, Event Management, Events, Information Technology, Virtual Reality, Virtual World",Spain,3D Technology for Virtual Events Platform, www.virtwayevents.com ,info@virtwayevents.com,1,2014,—,—,—,—,—,—,—
505,Learning," E-Learning, Education, Information Technology, Internet, Training",India,"AEON Learning is an ed-tech startup that provides an online education platform, helping professionals pursue higher education.", www.aeonlearning.net/ ,—,2,2013,—,—,—,—,—,—,—
506,Growish," FinTech, Information Technology, Payments, Retail, SaaS, Software",Italy,Fintech API for the Sharing Economy | Collect money from friend and family for anything you wish | API and Saas Available for third parties, www.growish.com ,info@growish.com,2,"Dec 1, 2011",—,—,—,—,—,—,—
507,Technologies," Education, Information Technology, Online Portals",India,Fourth Ambit is a specialist networking platform that creates value across stakeholders in the education ecosystem., www.fourthambit.com ,info@fourthambit.com,3,2011,—,—,—,—,—,—,—
508,Linguix," Artificial Intelligence, Education, Information Technology, Language Learning, Natural Language Processing, Software, Text Analytics",United States,"AI-based online English writing assistant for personal use, business, and education", linguix.com/ ,hi@linguix.com,1,"May 15, 2018",—,—,—,—,—,—,—
509,InfoSolutions," Information Technology, Network Security, Software",India,iValue is the youngest and fastest growing technology enabler in the Digital Asset Protection and Management space., www.ivalue.co.in ,info@ivalue.co.in,1,2008,—,—,—,—,—,—,—
510,Kafoodle," Food Processing, Health Care, Information Technology, SaaS",United Kingdom,Award-winning B2B SaaS company in foodtech on a mission to improve health by connecting people with the food they need., kafoodle.com/ ,tarryn@kafoodle.com,2,"Jan 5, 2015",—,—,—,—,—,—,—
511,Ataata," Cyber Security, Information Technology, Security, Training",United States,Ataata is the next generation security awareness platform for today’s workforce., www.ataata.com ,—,2,2016,"Jul 10, 2018",—,—,—,—,—,—
512,WittKieffer," Health Care, Higher Education, Human Resources, Information Technology, Life Science, Non Profit, Recruiting, Staffing Agency",United States,"WittKieffer is a global executive search firm dedicated to organizations that improve quality of life in healthcare, education, and more.", www.wittkieffer.com ,—,1,1969,—,—,—,—,—,—,—
513,Benefits," Education, Human Resources, Information Services, Information Technology, Landscaping, Software",United States,"TBX Employee Benefits is the company behind The Benefits eXpert, a leading provider of web-based solution.", thebenefitsexpert.com/ ,—,1,2013,—,—,—,—,—,—,—
514,Webinar.ru," Information Technology, Software",Russian Federation,"Webinar.ru - a service webinars, which allows efficient use of webinars for sales, marketing, education and collaboration.", webinar.ru/ ,info@webinar.ru,1,2008,—,—,—,—,—,—,—
515,Corporation," Advertising, EdTech, Education, Information Technology, TV",India,Cerebroz Corporation replace TV ads with complete K12 educational videos., www.cerebroz.com/ ,—,1,2015,—,—,—,—,—,—,—
516,CourseStorm," E-Learning, Education, Information Technology, Software",United States,Impossibly simple course registration for lifelong learning organizations., www.coursestorm.com ,contact@coursestorm.com,2,"Jan 1, 2016",—,—,—,—,—,—,—
517,Education," E-Learning, Education, Information Technology, Internet, Machine Learning",United States,personalized language learning company based in San Jose., ponddy.ai/ ,—,1,2015,—,—,—,—,—,—,—
518,WebTeb," Digital Media, Health Care, Information Technology, Lifestyle",Jordan,Medical and Health Portal In Arabic, www.webteb.com ,info@webteb.net,1,"Jul 1, 2011",—,—,—,—,—,—,—
519,Possibilities," E-Learning, EdTech, Education, Information Technology, SaaS, Software",United Kingdom,Learning Possibilities develops and provides a cloud based school learning platform for education and government customers., lpplus.com/ ,info@lpplus.com,1,1990,—,—,—,—,—,—,—
520,HeleCloud," Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Information Technology, Software, Software Engineering, Training, Web Development",United Kingdom,"HeleCloud provides strategic technology consultancy, engineering and managed cloud services on the AWS Platform", www.helecloud.com/ ,info@helecloud.com,5,2016,—,—,—,—,—,—,—
521,Services," Consulting, EdTech, Education, Information Technology",India,"TalentSprint provides professional education development programs, creating skillful professionals for the IT and BFSI sectors.", www.talentsprint.com ,info@talentsprint.com,1,"Dec 1, 2008",—,—,—,—,—,—,—
522,Innovations," Consulting, Information Technology, Software",Malaysia,MDT Innovations (MDTi) is one of the fastest growing technology companies in Asia Pacific., www.mmdt.cc/ ,contact@mmdt.cc,1,2004,—,—,—,—,—,—,—
523,Forum," Association, Business Development, Communities, Education, Government, Information Technology, Non Profit, Service Industry",Switzerland,The World Economic Forum is an international institution committed to improving the state of the world through public-private cooperation., www.weforum.org/ ,contact@weforum.org,1,"Jan 1, 1971",—,—,—,—,—,—,—
524,Tappity," E-Learning, Information Technology, Mobile Apps",United States,Tappity is an interactive science application that enables kids to develop the tools and enthusiasm required to succeed., www.tappityapp.com/ ,hey@tappityapp.com,4,"Jan 1, 2018",—,—,—,—,—,—,—
525,Tungl," Human Resources, Information Technology, Recruiting, SaaS, Skill Assessment, Software",United Kingdom,Tungl is a tech assessment platform designed to streamline tech recruitment and enable data driven hiring decisions., tungl.io/ ,hello@tungl.io,1,"Jul 24, 2014",—,—,—,—,—,—,—
526,Machines," Blockchain, Crowdsourcing, Education, Information Technology",United States,"Distributed Machines, Inc. serves as a parent company for ventures in the blockchain, distributed ledger and education industry.", distributedmachines.io ,welcome@everipedia.com,5,2014,—,—,—,—,—,—,—
527,StackFuel," Information Technology, Smart Home, Training",Germany,StackFuel enables workplaces to develop in-house talent with first-class training in high demand data science skills., stackfuel.com ,—,2,2016,—,—,—,—,—,—,—
528,Media," Information Technology, Logistics, Speech Recognition",Japan,Advanced Media develops voice recognition technology that allows people to use natural communication to benefit from machines and computers., advanced-media.co.jp ,—,1,1997,"Jul 8, 2005",—,—,—,—,—,—
529,n-Powered," Artificial Intelligence, Education, Higher Education, Information Technology, PaaS, SaaS",United States,AI platform to bring critical personalized information to students in milliseconds., n-powered.com ,somen@n-powered.com,1,"Mar 1, 2018",—,—,—,—,—,—,—
530,Betterez," Automotive, Enterprise, Hospitality, Information Technology, Internet, SaaS, Software, Ticketing",Canada,Betterez is a developer of cloud-based ticket management and reservation software for passenger transportation companies., www.betterez.com ,info@betterez.com,3,2011,—,—,—,—,—,—,—
531,Finances)," Education, Finance, Financial Services, FinTech, Information Technology, Payments, Personal Finance, Software",Hungary,Design-driven mobile banking apps for banks with a special focus on younger customers including boxed solutions & E2E product development., ffnext.io ,hello@ffnext.io,3,"May 26, 2017",—,—,—,—,—,—,—
532,Extempore," Apps, EdTech, Education, Information Technology, SaaS, Software",United States,"Extempore is a SaaS provider of a speaking practice application, used to assign oral homework and assessments to their students.", extemporeapp.com/ ,info@extemporeapp.com,2,2015,—,—,—,—,—,—,—
533,WNDYR," Information Technology, Professional Services, Training",United States,WNDYR  is a team of solution designers and implementation consultants that understands how the world works., wndyr.com/ ,claire@wndyr.com,2,"Jul 1, 2015",—,—,—,—,—,—,—
534,Motimate," Education, Information Technology, Software, Telecommunications",Norway,motimate™ will simplify your workday through effective internal communication., about.motimateapp.com/ ,—,1,"Jan 1, 2017",—,—,—,—,—,—,—
535,AltusLearn," E-Learning, Health Care, Information Technology, Medical",United States,AltusLearn is the continuing medical education platform that allows professionals participate in self-paced accredited continuing education., altuslearn.com/ ,client.support@altuslearn.com,1,2012,—,—,—,—,—,—,—
536,NXTsoft," Banking, Financial Services, FinTech, Information Technology, Payments",United States,"NXTsoft is a secure data and connectivity solutions platform with over 1,900 Financial Institutions as our clients.", www.nxtsoft.com/ ,INFO@NXTSOFT.COM,1,2017,—,—,—,—,—,—,—
537,Zivix," Education, Enterprise Software, Hardware, Information Technology, iOS, Music, Music Education, Musical Instruments, Software",United States,"Zivix develops electronic instruments and connected software to inspire, educate, and empower musicians and creative professionals.", jamstik.com ,hello@zivix.net,1,2009,—,—,—,—,—,—,—
538,TAB," Analytics, Big Data, Cloud Data Services, Crowdfunding, FinTech, Information Technology",United Kingdom,TAB interprets billions of financial data points from thousands of crowdfunding and P2P platforms globally., insidetab.io/home/ ,hello@insidetab.io,1,Jun 2012,—,—,—,—,—,—,—
539,Patients," Education, Health Care, Information Technology, Medical",United States,i-Human Patients designs and develops simulation training services for the medical education sector., www.i-human.com ,info@i-human.com,3,2012,"Feb 28, 2018",—,—,—,—,—,—
540,Orchestra," Education, Information Technology, Software",France,Training Orchestra is a software to optimize instructor-led training (ILT) operations and maximize training budgets., trainingorchestra.com/ ,contact@training-orchestra.com,3,Aug 2001,—,—,—,—,—,—,—
541,(WeAdmit.io)," Education, Information Technology, Marketplace",United States,A managed marketplace that builds the perfect online college counseling team to help high schoolers get into their dream schools., www.weadmit.io/ ,info@connecpath.com,2,Sep 2017,—,—,—,—,—,—,—
542,Academy," Analytics, Artificial Intelligence, E-Learning, EdTech, Education, Information Technology, Software",South Africa,The Explore Data Science Academy will serve the demand for big data analytics skills ., www.explore-datascience.net/ ,info@explore-datascience.net,3,2017,—,—,—,—,—,—,—
543,Simulanis," Consulting, Education, Industrial, Information Technology, Training",India,Simulanis is India's most awarded Augmented & Virtual Reality Ed-Tech Company. , www.simulanis.com/ ,support@simulanis.com,1,2013,—,—,—,—,—,—,—
544,Tech," Computer, EdTech, Education, Information Technology, Skill Assessment",United Kingdom,Fire Tech is the UK's leading provider of extra-curricular learning experiences focused on tech and 21st century skills., www.fire-tech.com/ ,info@firetechcamp.com,1,2012,—,—,—,—,—,—,—
545,Group," Education, Information Technology",United States,Torhea revolutionizes learning experience through research-based education with both CIS summer programs and online education., www.torhea.com ,info@torhea.com,2,"Jun 5, 2012",—,—,—,—,—,—,—
546,Vault," Education, Health Care, Information Technology, Software",United States,eCare Vault is a cloud-based platform that supports individualized learning and care coordination., ecarevault.com/ ,info@ecarevault.com,1,2015,—,—,—,—,—,—,—
547,Classter," Consumer, Education, Information Technology, Management Information Systems, Software",Greece,Classter is a robust single-platform school management solution offering a holistic approach in education. , www.classter.com/ ,info@classter.com,1,2015,—,—,—,—,—,—,—
548,Click," EdTech, Information Technology, Payments",Canada,Digital Permission Slips and Payment Collection for K-12 Schools., permissionclick.com/ ,hello@permissionclick.com,1,2013,—,—,—,—,—,—,—
549,Co.," College Recruiting, EdTech, Employment, Human Resources, Information Technology",Australia,paddl.com - Australia's #1 learning recognition platform (LRP), www.paddl.com/ ,dominique@paddl.co,2,Mar 2015,—,—,—,—,—,—,—
550,Systems," Government, Information Technology, Software",United States,Paragon Development Systems is a company that uses IT solutions to improve their client's performance., www.pdsit.net/ ,info@pdspc.com,—,1986,—,—,—,—,—,—,—
551,Limted," Consulting, Education, Information Technology",India,Mercury Solutions Limited is one of the best recognized IT Training Company in India providing the training program on the latest courses., www.mercurysolutions.co/ ,training@mercury.co.in,1,"Jan 1, 2000",—,—,—,—,—,—,—
552,Enterprises," Computer, Consulting, Education, Information Technology, Virtual Reality",United States,5Point Enterprises is a professional training company specializing in computer training services., nhcomputerlearning.com ,info@nhcomputerlearning.com,—,2004,—,—,—,—,—,—,—
553,ConnectNigeria.com," Information Technology, Search Engine",Nigeria,"ConnectNigeria.com is an online database offering information about businesses, real estate, technology, entertainment, and more.", www.connectnigeria.com ,info@connectnigeria.com,1,2008,—,—,—,—,—,—,—
554,Inc," Information Technology, Mobile, Software",United States,White Whale Inc. is a web design and management consulting firm serving the public and higher education sectors., whitewhale.io ,info@whitewhale.io,2,"Sep 1, 2014",—,—,—,—,—,—,—
555,Press," Education, Information Technology, Internet",United States,Stanford University’s HighWire Press provides technology solutions for the scholarly community ., home.highwire.org/ ,marketing@highwire.org,1,1995,—,—,—,—,—,—,—
556,Vigitrust," E-Learning, Information Technology, Security, Web Development",Ireland,"VigiTrust is a security assessment and security learning solution enterprise that develops eSEC, its flagship e-learning solution.", www.vigitrust.com ,info@vigitrust.com,—,2003,—,—,—,—,—,—,—
557,Diwala," Education, Information Technology, Software",Norway,Diwala is building an ecosystem of trusted skill certificates to enable opportunities for youth., diwala.io ,hello@diwala.io,2,2017,—,—,—,—,—,—,—
558,Genovate," Communities, CRM, Education, Information Technology",India,Lithan Genovate is a company providing education and career services provider for SAP ERP professional community., www.lithangenovate.com/ ,—,—,2000,—,—,—,—,—,—,—
559,Lane," EdTech, Education, Health Care, Information Technology, Medical, mHealth",Australia,Emergency Medicine and critical care medical education website, Litfl.com ,mike@litfl.com,2,2009,—,—,—,—,—,—,—
560,Gynzy," EdTech, Education, Information Technology",The Netherlands,Gynzy provides a web-based program that allows teachers to get the most out of their smart boards., www.gynzy.com/en/corporate/ ,info@gynzy.com,1,2009,—,—,—,—,—,—,—
561,Track," Corporate Training, EdTech, Education, Information Technology, Outsourcing",India,"Global Talent Track (GTT) is a path breaking global educational initiative and corporate training solutions company, set up by some of the", www.gttconnect.com ,info@gttconnect.com,2,2008,—,—,—,—,—,—,—
562,Talents," Cyber Security, Information Technology, Skill Assessment",Egypt,"Cyber Talents is an online ethical hacking, computer network, and security challenge platform.", cybertalents.com/ ,support@cybertalents.com,—,2016,—,—,—,—,—,—,—
563,Lottery," Association, Education, Government, Information Technology, Non Profit",United States,North Carolina Education Lottery is run by the government of North Carolina., www.nc-educationlottery.org ,playerinfo@lotterync.net,—,2006,—,—,—,—,—,—,—
564,Knowledge," Analytics, Information Technology, News",United States,Data Center Knowledge provides online daily news and analysis about the data center industry., www.datacenterknowledge.com/ ,rmiller@datacenterknowledge.com,—,2005,—,—,—,—,—,—,—
565,RocketML," Artificial Intelligence, Education, Information Technology, Machine Learning, Software",United States,RocketML is a Super Fast Computational engine for Machine Learning. , www.rocketml.net/ ,—,2,2017,—,—,—,—,—,—,—
566,Inc.," EdTech, Education, Information Technology, Software",United States,"Provides schools with a proprietary software engagement platform to help recruit, enroll and retain students and parents.", www.evpco.com ,info@evpco.com,3,Jan 2015,—,—,—,—,—,—,—
567,Tech," EdTech, Education, Information Technology, IT Infrastructure, IT Management",Japan,"Life is Tech! The (Life Is Tech) is a programming · IT camp / school for middle school students, high school students.", life-is-tech.com/ ,info@life-is-tech.com,3,2011,—,—,—,—,—,—,—
568,AstriaLearning," EdTech, Education, Information Technology",United States,Edtech. IT. Everything you need to effectively run your educational institution., astrialearning.com/ ,info@astrialearning.com,3,"Feb 1, 2009",—,—,—,—,—,—,—
569,HintEd.me," Desktop Apps, E-Learning, Enterprise Software, Human Resources, Information Technology, Product Design, SaaS, Software, Web Apps, Web Development",Russian Federation,Digital Adoption Platform for Enterprise software: web and desktop, hinted.me ,hello@hinted.me,1,"Oct 1, 2018",—,—,—,—,—,—,—
570,Vision," EdTech, Education, Information Technology, Internet, Software",Israel,"La-Mark Vision develops Kantoo, a mobile application that helps non-English speakers learn the English language.", www.kantoo.com/ ,—,1,"Jan 1, 2007",—,—,—,—,—,—,—
571,Education," E-Learning, Education, Higher Education, Information Technology",United States,"eThink Education Certified Moodle & Totara Partner, provides a fully-managed eLearning solution in the Higher Education.", ethinkeducation.com/ ,—,—,—,—,—,—,—,—,—,—
572,minds.ai," Artificial Intelligence, Consulting, Information Services, Information Technology, Machine Learning, Software, Training",United States,minds.ai is a full service artificial intelligence consultancy with expertise in deep learning strategy and development., minds.ai/ ,contact@minds.ai,4,2014,—,—,—,—,—,—,—
573,Technologies," Information Services, Information Technology",United States,"A  complete solutions provider for audio visual, video, and information technology integration ", www.conferencetech.com/ ,—,—,1988,—,—,—,—,—,—,—
574,Communities," Communities, Education, Information Technology, Non Profit, Professional Services",United States,"Dynamic Communities is a community of over 250,000 users that solves technology problems and product development with online user groups.", dynamiccommunities.com ,support@dynamiccommunities.com,—,2004,—,—,—,—,—,—,—
575,Ltd.," Information Services, Information Technology, Software",Australia,"Central Innovation connects software, hardware, systems and people.", centralinnovation.com.au/ ,sharp.task@centralinnovation.com.au,—,1990,—,—,—,—,—,—,—
576,Messapps," App Marketing, Consumer Software, Education, Enterprise Software, Information Technology, Mobile Apps, Product Design, Software Engineering, UX Design, Web Development",United States,"Messapps is a full-service app development company that provides app development, design and consulting services.", messapps.com/ ,info@messapps.com,—,2013,—,—,—,—,—,—,—
577,GEANT," CRM, Education, Information Technology",United Kingdom,GEANT is a pan-European data network providing e-infrastructure and services for research and education., www.geant.org/ ,info@geant.org,—,2014,—,—,—,—,—,—,—
578,KnowledgeNet," Education, Information Technology, Training",United States,KnowledgeNet provides e-learning solutions for the information technology training industry., www.knowledgenet.com ,sales@knowledgenet.com,2,1998,"Nov 27, 2004","Nov 15, 2004",—,—,—,—,—
579,Ltd," Consulting, CRM, Information Technology, Software",United States,"We are leading expert in CRM consulting services, Microsoft Gold partner and ranked among exclusive 2019 clutch 1000 companies.", www.cynoteck.com ,Sales@cynoteck.com,—,"Oct 8, 2008",—,—,—,—,—,—,—
580,Ltd.," Apps, Augmented Reality, Blockchain, Consulting, E-Commerce, Emerging Markets, Information Technology, Internet of Things, Software",India,One Stop-Shop IT Services Provider, www.cdnsol.com ,contact@cdnsol.com,1,"Feb 23, 2000",—,—,—,—,—,—,—
581,Callibra," Information Technology, Medical, Software",United States,Discharge 1-2-3 provides software and document libraries., www.discharge123.com/ ,info@discharge123.com,—,2002,—,—,—,—,—,—,—
582,Tech," Consulting, Education, Information Technology, Software",United States,Edvenswa Tech is a Silicon Valley based Software Development Services company specializing in rapid prototyping for startups/enterprises, www.edvenswa.com ,info@edvenswa.com,3,"Jan 20, 2012",—,—,—,—,—,—,—
583,Technologies," E-Learning, Information Services, Information Technology, Marketing",United States,"Win in the attention economy by partnering with PT for all your marketing, learning, and testing needs.", principledtechnologies.com ,info@principledtechnologies.com,2,2003,—,—,—,—,—,—,—
584,Group, Information Technology,United States,"EST Group is an IT solutions company, with a strong focus in providing integration and consulting services tailored around automating,", www.est-grp.com ,info@est-grp.com,—,2005,—,—,—,—,—,—,—
585,Clearvision-CM," Consulting, Information Technology, Software, Training",United Kingdom,We help software teams and IT Programs implement the tools and processes that bring high quality software to market faster., www.clearvision-cm.com ,enquiries@clearvision-cm.com,—,1997,—,—,—,—,—,—,—
586,Edge," Education, Information Technology, Security",United States,Forward Edge is an education focused Technology Solutions provider., www.forward-edge.net/ ,info@forward-edge.net,1,2005,—,—,—,—,—,—,—
587,API," Education, Information Technology, Security, Software",United States,Image API helps government agencies improve public service delivery with technology and services., www.imageapi.com/ ,—,—,1993,—,—,—,—,—,—,—
588,Covalense," Information Technology, Service Industry",India, Covalense is a IT Services and Solutions Company., www.covalense.com/ ,info@covalense.com,2,2006,—,—,—,—,—,—,—
589,ATEN," Information Technology, Software",United Kingdom,ATEN specializes in connectivity and management solutions in accessing and sharing technologies., www.aten.com/gb/en ,—,1,1979,—,—,—,—,—,—,—
590,Inc.," Education, Information Technology",Singapore,EC Innovations is a translation company providing language localization services., ecinnovations.com ,zacs@ecinnovations.com,—,1997,—,—,—,—,—,—,—
591,Multi-Studios," Education, Information Technology, Software",India,Addmen is a company that offers the advanced software solutions to the clients around the world., admengroup.com ,info@admengroup.com,—,1996,—,—,—,—,—,—,—
592,Technologies," Consulting, Cyber Security, Information Technology, Security",United States,Plan B Technologies is an IT solutions and professional services provider., www.planbtech.net/ ,info@planbtech.net,—,2001,"Jul 7, 2020",—,—,—,—,—,—
593,MRCC," Consulting, Information Technology, Software",United States,"MRCC is a revolutionary IT services company providing IT Staffing, Publishing Services, customized Learning and Technology Solutions.", www.mrccsolutions.com/ ,information@mrccsolutions.com,—,1996,—,—,—,—,—,—,—
594,iLrnn," E-Learning, Education, Higher Education, Information Technology, Vocational Education",India,EdTech startup offering Personalized LIVE Learning Platform for collaborative learning and tracking, ilrnn.com/ ,info@ilrnn.com,1,"Apr 30, 2015",—,—,—,—,—,—,—
595,MediaCorp," Education, Information Technology",United Kingdom,MediaCorp E-learning specialists. Passionate about new technology and the transformational power of learning., www.mediacorp.co.uk/ ,contact@mediacorp.co.uk,—,—,—,—,—,—,—,—,—
596,CVM," CRM, IaaS, Information Services, Information Technology, Non Profit, Outsourcing, Professional Services, Web Hosting",United States,"CVM is an award winning IT services firm headquartered in Branford, CT.", www.cvm.com/ ,info@cvm.com,—,1998,—,—,—,—,—,—,—
597,Cloud," Cloud Computing, Enterprise Software, Identity Management, Information Services, Information Technology, IT Infrastructure",United Kingdom,"IAM Cloud is an advanced identity management & migrations platform, built in the cloud to be scalable & customised to meet any requirement.", www.iamcloud.com ,contact@iamcloud.com,1,"Oct 26, 2011",—,—,—,—,—,—,—
598,Technology," EdTech, Education, Information Technology, Software",United States,SRG Technology is a developer of two technology platforms to support personalized teaching and consumer engagement., srgtech.com/ ,—,1,2007,—,—,—,—,—,—,—
599,Interactive," Health Care, Information Technology, Wellness",United States,Empower Interactive makes evidence-based behavioral health solutions digitally accessible., www.empower-interactive.com ,info@empower-interactive.com,2,2009,—,—,—,—,—,—,—
600,Semmx," Consumer Goods, E-Learning, Information Technology, Search Engine",United States,Semmx classifies and summarizes billions of pages of web content organized by millions of topics arranged by subject areas of interest., www.semmx.com ,info@semmx.com,3,"Jun 1, 2011",—,—,—,—,—,—,—
601,Cyberscout, Information Technology,United States,"Since 2003, CyberScout has been leading the charge against hackers, thieves and even simple human error.", cyberscout.com ,media@cyberscout.com,1,2003,—,—,—,—,—,—,—
602,LLC," Apps, Information Technology, iOS, Mobile Apps, Software",United States,"Squirrels is a privately-held software development company based in North Canton, Ohio.", www.airsquirrels.com ,sales@airsquirrels.com,—,2012,—,—,—,—,—,—,—
603,ISACA," Association, Information Technology, IT Management, Network Security",United States,"ISACA Irish Chapter is an independent, non-profit, global association engaged in the development, adoption, and use of industrial knowledge.", www.isaca.org ,—,1,1998,—,—,—,—,—,—,1
604,ezTalks," Education, Information Services, Information Technology, Video Conferencing",Hong Kong,EzTalks is the world's leading online video conferencing provider that enables you to connect with people anywhere and anytime., www.eztalks.com/ ,—,—,"Jan 1, 2009",—,—,—,—,—,—,—
605,Quintetto," Artificial Intelligence, E-Learning, Information Services, Information Technology, Internet, Software",Italy,Quintetto is a software and infrastructure provider with 12 years of technology development and market lead., www.quintetto.it ,info@quintetto.it,—,2004,—,—,—,—,—,—,—
